segment,timestamp_sec,face_count,head_count,head_up_rate
head_detect_seg005,29.0,12,31,0.3871
head_detect_seg005,30.0,13,28,0.4286
head_detect_seg005,31.0,13,28,0.4643
head_detect_seg005,32.0,14,30,0.4667
head_detect_seg005,33.0,14,32,0.4062
head_detect_seg005,34.0,17,30,0.5333
head_detect_seg005,35.0,14,32,0.4375
head_detect_seg005,36.0,14,31,0.4516
head_detect_seg005,37.0,17,33,0.4848
head_detect_seg005,38.0,17,30,0.5333
head_detect_seg005,39.0,16,30,0.5333
head_detect_seg005,40.0,14,29,0.4828
head_detect_seg005,41.0,15,31,0.4839
head_detect_seg005,42.0,14,33,0.4242
head_detect_seg005,43.0,15,33,0.4545
head_detect_seg005,44.0,16,32,0.5000
head_detect_seg005,45.0,16,29,0.5517
head_detect_seg005,46.0,14,32,0.4375
head_detect_seg005,47.0,13,31,0.4194
head_detect_seg005,48.0,13,30,0.4333
head_detect_seg005,49.0,17,31,0.5161
head_detect_seg005,50.1,17,31,0.5484
head_detect_seg005,51.1,14,29,0.4828
head_detect_seg005,52.1,16,29,0.5517
head_detect_seg005,53.1,15,29,0.5172
head_detect_seg005,54.1,17,28,0.6071
head_detect_seg005,55.1,13,29,0.4483
head_detect_seg005,56.1,18,31,0.5806
head_detect_seg005,57.1,17,31,0.5484
head_detect_seg005,58.1,18,30,0.6000
head_detect_seg005,59.1,15,29,0.5172
head_detect_seg005,60.1,16,31,0.5161
head_detect_seg005,61.1,15,30,0.4667
head_detect_seg005,62.1,13,31,0.4194
head_detect_seg005,63.1,15,31,0.4839
head_detect_seg005,64.1,14,28,0.4643
head_detect_seg005,65.1,19,30,0.6000
head_detect_seg005,66.1,17,28,0.6071
head_detect_seg005,67.1,15,27,0.5556
head_detect_seg005,68.1,17,28,0.6071
head_detect_seg005,69.1,17,29,0.5862
head_detect_seg005,70.1,15,30,0.5000
head_detect_seg005,71.1,16,29,0.5517
head_detect_seg005,72.1,17,28,0.6071
head_detect_seg005,73.1,16,30,0.5333
head_detect_seg005,74.1,16,28,0.5357
head_detect_seg005,75.1,17,29,0.5517
head_detect_seg005,76.1,15,28,0.5357
head_detect_seg005,77.1,19,28,0.6071
head_detect_seg005,78.1,16,28,0.5714
head_detect_seg005,79.1,17,29,0.5862
head_detect_seg005,80.1,17,30,0.5667
head_detect_seg005,81.1,15,27,0.5556
head_detect_seg005,82.1,14,28,0.5000
head_detect_seg005,83.1,13,30,0.4333
head_detect_seg005,84.1,21,30,0.6667
head_detect_seg005,85.1,22,29,0.7586
head_detect_seg005,86.1,17,25,0.6400
head_detect_seg005,87.1,18,27,0.5926
head_detect_seg005,88.1,17,30,0.5667
head_detect_seg005,89.1,15,28,0.5000
head_detect_seg005,90.1,22,30,0.7000
head_detect_seg005,91.1,22,27,0.8148
head_detect_seg005,92.1,18,29,0.5862
head_detect_seg005,93.1,18,29,0.5862
head_detect_seg005,94.1,16,29,0.5172
head_detect_seg005,95.1,16,29,0.5172
head_detect_seg005,96.1,16,28,0.5714
head_detect_seg005,97.1,17,28,0.6071
head_detect_seg005,98.1,17,30,0.5333
head_detect_seg005,99.1,18,28,0.6429
head_detect_seg005,100.1,15,29,0.4828
head_detect_seg005,101.1,16,30,0.4667
head_detect_seg005,102.1,16,32,0.5000
head_detect_seg005,103.1,14,33,0.4242
head_detect_seg005,104.1,15,29,0.5172
head_detect_seg005,105.1,16,30,0.5333
head_detect_seg005,106.1,17,29,0.5862
head_detect_seg005,107.1,19,30,0.6000
head_detect_seg005,108.1,19,29,0.6552
head_detect_seg005,109.1,20,28,0.7143
head_detect_seg005,110.1,18,30,0.6000
head_detect_seg005,111.1,19,29,0.6207
head_detect_seg005,112.1,19,28,0.6786
head_detect_seg005,113.1,18,29,0.6207
head_detect_seg005,114.1,20,28,0.7143
head_detect_seg005,115.1,22,27,0.7778
head_detect_seg005,116.1,17,30,0.5667
head_detect_seg005,117.1,12,25,0.4800
head_detect_seg005,118.1,12,26,0.4615
head_detect_seg005,119.1,15,27,0.5556
head_detect_seg005,120.1,17,28,0.5714
head_detect_seg005,121.1,20,27,0.6667
head_detect_seg005,122.1,15,26,0.5385
head_detect_seg005,123.1,19,28,0.6429
head_detect_seg005,124.1,17,29,0.5517
head_detect_seg006,0.0,19,28,0.6429
head_detect_seg006,1.0,20,28,0.7143
head_detect_seg006,2.0,16,29,0.5517
head_detect_seg006,3.0,20,29,0.6552
head_detect_seg006,4.0,19,33,0.5152
head_detect_seg006,5.0,18,30,0.6000
head_detect_seg006,6.0,18,31,0.5806
head_detect_seg006,7.0,18,31,0.5806
head_detect_seg006,8.0,19,31,0.5806
head_detect_seg006,9.0,20,27,0.7037
head_detect_seg006,10.0,19,27,0.7037
head_detect_seg006,11.0,17,28,0.6071
head_detect_seg006,12.0,19,27,0.6667
head_detect_seg006,13.0,18,29,0.5517
head_detect_seg006,14.0,16,30,0.5000
head_detect_seg006,15.0,10,26,0.3846
head_detect_seg006,16.0,15,29,0.4828
head_detect_seg006,17.0,17,27,0.5926
head_detect_seg006,18.0,17,26,0.6538
head_detect_seg006,19.0,17,27,0.6296
head_detect_seg006,20.0,21,27,0.7037
head_detect_seg006,21.0,18,24,0.6667
head_detect_seg006,22.0,16,28,0.5357
head_detect_seg006,23.0,16,28,0.5714
head_detect_seg006,24.0,15,30,0.5000
head_detect_seg006,25.0,14,27,0.4815
head_detect_seg006,26.0,17,28,0.5714
head_detect_seg006,27.0,16,28,0.5714
head_detect_seg006,28.0,17,29,0.5517
head_detect_seg006,29.0,16,26,0.5385
head_detect_seg006,30.0,15,27,0.5185
head_detect_seg006,31.0,13,27,0.4815
head_detect_seg006,32.0,16,29,0.5517
head_detect_seg006,33.0,15,29,0.4828
head_detect_seg006,34.0,13,28,0.4286
head_detect_seg006,35.0,12,26,0.4615
head_detect_seg006,36.0,13,27,0.4815
head_detect_seg006,37.0,13,27,0.4815
head_detect_seg006,38.0,14,25,0.4800
head_detect_seg006,39.0,13,28,0.4643
head_detect_seg006,40.0,13,28,0.4286
head_detect_seg006,41.0,12,28,0.3929
head_detect_seg006,42.0,12,25,0.4800
head_detect_seg006,43.0,17,24,0.6250
head_detect_seg006,44.0,12,25,0.4800
head_detect_seg006,45.0,15,26,0.5000
head_detect_seg006,46.0,15,26,0.5000
head_detect_seg006,47.0,15,24,0.5833
head_detect_seg006,48.0,13,25,0.4800
head_detect_seg006,49.0,12,24,0.5000
head_detect_seg006,50.1,14,27,0.5185
head_detect_seg006,51.1,15,27,0.5556
head_detect_seg006,52.1,15,26,0.5385
head_detect_seg006,53.1,15,27,0.5185
head_detect_seg006,54.1,14,25,0.5600
head_detect_seg006,55.1,15,25,0.6000
head_detect_seg006,56.1,13,26,0.5000
head_detect_seg006,57.1,14,25,0.5600
head_detect_seg006,58.1,15,27,0.5185
head_detect_seg006,59.1,15,27,0.4815
head_detect_seg006,60.1,17,27,0.5926
head_detect_seg006,61.1,14,26,0.4615
head_detect_seg006,62.1,14,27,0.4815
head_detect_seg006,63.1,17,26,0.6154
head_detect_seg006,64.1,17,26,0.5769
head_detect_seg006,65.1,14,24,0.5833
head_detect_seg006,66.1,12,26,0.4615
head_detect_seg006,67.1,16,23,0.6522
head_detect_seg006,68.1,15,24,0.6250
head_detect_seg006,69.1,15,24,0.5833
head_detect_seg006,70.1,13,23,0.5217
head_detect_seg006,71.1,12,25,0.4400
head_detect_seg006,72.1,15,23,0.6087
head_detect_seg006,73.1,15,24,0.5833
head_detect_seg006,74.1,14,26,0.5000
head_detect_seg006,75.1,14,24,0.5417
head_detect_seg006,76.1,14,24,0.5417
head_detect_seg006,77.1,13,23,0.5217
head_detect_seg006,78.1,11,24,0.4583
head_detect_seg006,79.1,10,25,0.4000
head_detect_seg006,80.1,9,24,0.3750
head_detect_seg006,81.1,11,26,0.4231
head_detect_seg006,82.1,10,24,0.3750
head_detect_seg006,83.1,10,23,0.4348
head_detect_seg006,84.1,10,25,0.4000
head_detect_seg006,85.1,12,24,0.5000
head_detect_seg006,86.1,11,24,0.4583
head_detect_seg006,87.1,11,25,0.4400
head_detect_seg006,88.1,11,22,0.4545
head_detect_seg006,89.1,11,25,0.4000
head_detect_seg006,90.1,13,25,0.4800
head_detect_seg006,91.1,12,25,0.4800
head_detect_seg006,92.1,12,28,0.4286
head_detect_seg006,93.1,13,26,0.5000
head_detect_seg006,94.1,9,25,0.3600
head_detect_seg006,95.1,11,26,0.4231
head_detect_seg006,96.1,10,26,0.3846
head_detect_seg006,97.1,9,24,0.3750
head_detect_seg006,98.1,9,24,0.3333
head_detect_seg006,99.1,12,23,0.4783
head_detect_seg006,100.1,11,25,0.4400
head_detect_seg006,101.1,12,26,0.4615
head_detect_seg006,102.1,10,25,0.4000
head_detect_seg006,103.1,17,25,0.6400
head_detect_seg006,104.1,15,25,0.5200
head_detect_seg006,105.1,13,24,0.5000
head_detect_seg006,106.1,13,23,0.5217
head_detect_seg006,107.1,13,22,0.5909
head_detect_seg006,108.1,12,21,0.5714
head_detect_seg006,109.1,12,21,0.4762
head_detect_seg006,110.1,12,23,0.4783
head_detect_seg006,111.1,15,21,0.6667
head_detect_seg006,112.1,15,22,0.5909
head_detect_seg006,113.1,13,23,0.5217
head_detect_seg006,114.1,8,21,0.3810
head_detect_seg006,115.1,10,21,0.4286
head_detect_seg006,116.1,12,25,0.4400
head_detect_seg007,0.0,9,22,0.4091
head_detect_seg007,1.0,16,24,0.6667
head_detect_seg007,2.0,14,24,0.5417
head_detect_seg007,3.0,12,22,0.5455
head_detect_seg007,4.0,13,25,0.4400
head_detect_seg007,5.0,9,22,0.4091
head_detect_seg007,6.0,10,22,0.3636
head_detect_seg007,7.0,10,20,0.4500
head_detect_seg007,8.0,12,23,0.4783
head_detect_seg007,9.0,9,24,0.3333
head_detect_seg007,10.0,11,24,0.4167
head_detect_seg007,11.0,10,24,0.4167
head_detect_seg007,12.0,11,22,0.4545
head_detect_seg007,13.0,10,22,0.4545
head_detect_seg007,14.0,12,23,0.4783
head_detect_seg007,15.0,10,23,0.4348
head_detect_seg007,16.0,15,25,0.5200
head_detect_seg007,17.0,14,26,0.5000
head_detect_seg007,18.0,11,24,0.4167
head_detect_seg007,19.0,11,24,0.4167
head_detect_seg007,20.0,15,24,0.5833
head_detect_seg007,21.0,12,24,0.4583
head_detect_seg007,22.0,14,24,0.5417
head_detect_seg007,23.0,12,25,0.4400
head_detect_seg007,24.0,11,24,0.4167
head_detect_seg007,25.0,13,21,0.5238
head_detect_seg007,26.0,10,22,0.4091
head_detect_seg007,27.0,13,24,0.4583
head_detect_seg007,28.0,14,23,0.6087
head_detect_seg007,29.0,14,23,0.5652
head_detect_seg007,30.0,14,24,0.5417
head_detect_seg007,31.0,13,23,0.5217
head_detect_seg007,32.0,13,23,0.4783
head_detect_seg007,33.0,14,23,0.4783
head_detect_seg007,34.0,15,25,0.5600
head_detect_seg007,35.0,17,26,0.6538
head_detect_seg007,36.0,20,25,0.6400
head_detect_seg007,37.0,17,24,0.6667
head_detect_seg007,38.0,19,26,0.7308
head_detect_seg007,39.0,17,26,0.6538
head_detect_seg007,40.0,17,25,0.6800
head_detect_seg007,41.0,15,25,0.6000
head_detect_seg007,42.0,15,28,0.5357
head_detect_seg007,43.0,14,27,0.5185
head_detect_seg007,44.0,15,26,0.5769
head_detect_seg007,45.0,14,28,0.5000
head_detect_seg007,46.0,13,28,0.4286
head_detect_seg007,47.0,13,26,0.4615
head_detect_seg007,48.0,15,28,0.5357
head_detect_seg007,49.0,13,26,0.5000
head_detect_seg007,50.1,15,27,0.4815
head_detect_seg007,51.1,15,26,0.5000
head_detect_seg007,52.1,14,23,0.5217
head_detect_seg007,53.1,17,26,0.5385
head_detect_seg007,54.1,15,23,0.6087
head_detect_seg007,55.1,12,26,0.4231
head_detect_seg007,56.1,17,26,0.6538
head_detect_seg007,57.1,16,24,0.6667
head_detect_seg007,58.1,14,25,0.5600
head_detect_seg007,59.1,14,24,0.5833
head_detect_seg007,60.1,13,25,0.5200
head_detect_seg007,61.1,15,25,0.5600
head_detect_seg007,62.1,14,25,0.5600
head_detect_seg007,63.1,16,25,0.6400
head_detect_seg007,64.1,15,26,0.5000
head_detect_seg007,65.1,13,27,0.4444
head_detect_seg007,66.1,19,27,0.6667
head_detect_seg007,67.1,15,26,0.5769
head_detect_seg007,68.1,15,27,0.4815
head_detect_seg007,69.1,20,25,0.6400
head_detect_seg007,70.1,16,27,0.5926
head_detect_seg007,71.1,15,27,0.5556
head_detect_seg007,72.1,20,26,0.7308
head_detect_seg007,73.1,18,28,0.6071
head_detect_seg007,74.1,18,28,0.6071
head_detect_seg007,75.1,14,26,0.5000
head_detect_seg007,76.1,13,23,0.5217
head_detect_seg007,77.1,16,24,0.5833
head_detect_seg007,78.1,16,26,0.5385
head_detect_seg007,79.1,18,29,0.5862
head_detect_seg007,80.1,16,28,0.5357
head_detect_seg007,81.1,16,26,0.5769
head_detect_seg007,82.1,17,28,0.5714
head_detect_seg007,83.1,18,28,0.6071
head_detect_seg007,84.1,12,32,0.3750
head_detect_seg007,85.1,15,29,0.4828
head_detect_seg007,86.1,17,28,0.6071
head_detect_seg007,87.1,14,29,0.4828
head_detect_seg007,88.1,11,29,0.3793
head_detect_seg007,89.1,13,29,0.4483
head_detect_seg007,90.1,17,29,0.5862
head_detect_seg007,91.1,16,32,0.5000
head_detect_seg007,92.1,18,31,0.4839
head_detect_seg007,93.1,21,29,0.6552
head_detect_seg007,94.1,18,33,0.4848
head_detect_seg007,95.1,17,27,0.6296
head_detect_seg007,96.1,20,31,0.6452
head_detect_seg007,97.1,18,30,0.5667
head_detect_seg007,98.1,21,31,0.6452
head_detect_seg007,99.1,19,29,0.6207
head_detect_seg007,100.1,18,30,0.5667
head_detect_seg007,101.1,19,30,0.5667
head_detect_seg007,102.1,15,30,0.4667
head_detect_seg007,103.1,19,30,0.5667
head_detect_seg007,104.1,18,27,0.6296
head_detect_seg007,105.1,18,29,0.6207
head_detect_seg007,106.1,18,27,0.6296
head_detect_seg007,107.1,16,27,0.5926
head_detect_seg007,108.1,15,28,0.5000
head_detect_seg007,109.1,15,25,0.6000
head_detect_seg007,110.1,18,28,0.6429
head_detect_seg007,111.1,16,25,0.6400
head_detect_seg007,112.1,18,28,0.6071
head_detect_seg007,113.1,19,28,0.6429
head_detect_seg007,114.1,17,27,0.5926
head_detect_seg007,115.1,17,29,0.5862
head_detect_seg007,116.1,15,27,0.5556
head_detect_seg007,117.1,21,29,0.6897
head_detect_seg007,118.1,20,27,0.7037
head_detect_seg007,119.1,20,30,0.6667
head_detect_seg007,120.1,20,26,0.7308
head_detect_seg007,121.1,15,28,0.5000
head_detect_seg007,122.1,17,27,0.6296
head_detect_seg007,123.1,19,28,0.6786
head_detect_seg007,124.1,17,28,0.6071
head_detect_seg008,0.0,17,27,0.5926
head_detect_seg008,1.0,19,30,0.6333
head_detect_seg008,2.0,20,27,0.6667
head_detect_seg008,3.0,18,28,0.6429
head_detect_seg008,4.0,20,28,0.7143
head_detect_seg008,5.0,20,24,0.7917
head_detect_seg008,6.0,17,27,0.6296
head_detect_seg008,7.0,22,27,0.7778
head_detect_seg008,8.0,20,25,0.6800
head_detect_seg008,9.0,17,25,0.6800
head_detect_seg008,10.0,21,30,0.6333
head_detect_seg008,11.0,20,28,0.7143
head_detect_seg008,12.0,21,29,0.6897
head_detect_seg008,13.0,19,27,0.6667
head_detect_seg008,14.0,18,27,0.6296
head_detect_seg008,15.0,17,29,0.5862
head_detect_seg008,16.0,20,26,0.6923
head_detect_seg008,17.0,16,28,0.5714
head_detect_seg008,18.0,18,27,0.6667
head_detect_seg008,19.0,14,26,0.5000
head_detect_seg008,20.0,16,26,0.5769
head_detect_seg008,21.0,16,26,0.5769
head_detect_seg008,22.0,13,24,0.5417
head_detect_seg008,23.0,12,26,0.4615
head_detect_seg008,24.0,15,26,0.5769
head_detect_seg008,25.0,13,25,0.4800
head_detect_seg008,26.0,9,25,0.3600
head_detect_seg008,27.0,17,26,0.6538
head_detect_seg008,28.0,19,29,0.6552
head_detect_seg008,29.0,17,29,0.5862
head_detect_seg008,30.0,20,27,0.7037
head_detect_seg008,31.0,21,23,0.7826
head_detect_seg008,32.0,17,24,0.6667
head_detect_seg008,33.0,18,28,0.6429
head_detect_seg008,34.0,19,28,0.6429
head_detect_seg008,35.0,19,28,0.6429
head_detect_seg008,36.0,21,26,0.7308
head_detect_seg008,37.0,19,24,0.7083
head_detect_seg008,38.0,18,25,0.6400
head_detect_seg008,39.0,15,26,0.4615
head_detect_seg008,40.0,15,24,0.5417
head_detect_seg008,41.0,13,25,0.4800
head_detect_seg008,42.0,10,26,0.3462
head_detect_seg008,43.0,15,26,0.5385
head_detect_seg008,44.0,12,26,0.4231
head_detect_seg008,45.0,12,24,0.4167
head_detect_seg008,46.0,10,26,0.3846
head_detect_seg008,47.0,11,25,0.4000
head_detect_seg008,48.0,11,27,0.3704
head_detect_seg008,49.0,10,26,0.3462
head_detect_seg008,50.1,7,25,0.2800
head_detect_seg008,51.1,8,27,0.2963
head_detect_seg008,52.1,14,24,0.5833
head_detect_seg008,53.1,12,24,0.5000
head_detect_seg008,54.1,12,24,0.5000
head_detect_seg008,55.1,11,25,0.4000
head_detect_seg008,56.1,12,27,0.4444
head_detect_seg008,57.1,11,26,0.4231
head_detect_seg008,58.1,13,27,0.4815
head_detect_seg008,59.1,7,23,0.3043
head_detect_seg008,60.1,12,24,0.4583
head_detect_seg008,61.1,11,27,0.4074
head_detect_seg008,62.1,12,26,0.4615
head_detect_seg008,63.1,9,26,0.3077
head_detect_seg008,64.1,9,24,0.3750
head_detect_seg008,65.1,15,25,0.5200
head_detect_seg008,66.1,10,26,0.3846
head_detect_seg008,67.1,11,27,0.4074
head_detect_seg008,68.1,12,29,0.4138
head_detect_seg008,69.1,13,29,0.4483
head_detect_seg008,70.1,10,31,0.3226
head_detect_seg008,71.1,14,31,0.4516
head_detect_seg008,72.1,9,32,0.2812
head_detect_seg008,73.1,10,30,0.3333
head_detect_seg008,74.1,8,28,0.2857
head_detect_seg008,75.1,12,24,0.4583
head_detect_seg008,76.1,12,25,0.4400
head_detect_seg008,77.1,13,25,0.4800
head_detect_seg008,78.1,15,26,0.5000
head_detect_seg008,79.1,18,26,0.6154
head_detect_seg008,80.1,17,28,0.6071
head_detect_seg008,81.1,16,30,0.5333
head_detect_seg008,82.1,15,28,0.5357
head_detect_seg008,83.1,14,31,0.4516
head_detect_seg008,84.1,13,29,0.4483
head_detect_seg008,85.1,15,29,0.5172
head_detect_seg008,86.1,13,28,0.4643
head_detect_seg008,87.1,14,27,0.5185
head_detect_seg008,88.1,17,28,0.6071
head_detect_seg008,89.1,15,26,0.5769
head_detect_seg008,90.1,16,29,0.5172
head_detect_seg008,91.1,19,27,0.6667
head_detect_seg008,92.1,14,26,0.4615
head_detect_seg008,93.1,16,28,0.5000
head_detect_seg008,94.1,16,28,0.5714
head_detect_seg008,95.1,16,27,0.5556
head_detect_seg008,96.1,16,27,0.5556
head_detect_seg008,97.1,17,27,0.5926
head_detect_seg008,98.1,18,28,0.6071
head_detect_seg008,99.1,14,27,0.4815
head_detect_seg008,100.1,17,27,0.5556
head_detect_seg008,101.1,14,29,0.4138
head_detect_seg008,102.1,20,27,0.6296
head_detect_seg008,103.1,20,28,0.6071
head_detect_seg008,104.1,20,28,0.6429
head_detect_seg008,105.1,14,29,0.3793
head_detect_seg008,106.1,12,27,0.4074
head_detect_seg008,107.1,13,32,0.4062
head_detect_seg008,108.1,14,32,0.4375
head_detect_seg008,109.1,17,30,0.5000
head_detect_seg008,110.1,15,28,0.5000
head_detect_seg008,111.1,17,27,0.5926
head_detect_seg008,112.1,15,27,0.4815
head_detect_seg008,113.1,17,27,0.5556
head_detect_seg008,114.1,16,29,0.5172
head_detect_seg008,115.1,18,29,0.5517
head_detect_seg008,116.1,18,26,0.6154
head_detect_seg009,0.0,20,27,0.5926
head_detect_seg009,1.0,15,27,0.5185
head_detect_seg009,2.0,16,28,0.5357
head_detect_seg009,3.0,16,28,0.5357
head_detect_seg009,4.0,17,26,0.5769
head_detect_seg009,5.0,18,29,0.5172
head_detect_seg009,6.0,15,27,0.4815
head_detect_seg009,7.0,19,29,0.6207
head_detect_seg009,8.0,16,30,0.5000
head_detect_seg009,9.0,18,27,0.5926
head_detect_seg009,10.0,20,30,0.6333
head_detect_seg009,11.0,17,27,0.6296
head_detect_seg009,12.0,16,27,0.5556
head_detect_seg009,13.0,18,28,0.5357
head_detect_seg009,14.0,16,28,0.5000
head_detect_seg009,15.0,16,25,0.5200
head_detect_seg009,16.0,14,25,0.5200
head_detect_seg009,17.0,15,25,0.5600
head_detect_seg009,18.0,13,26,0.4231
head_detect_seg009,19.0,15,24,0.5000
head_detect_seg009,20.0,14,25,0.4400
head_detect_seg009,21.0,12,26,0.4231
head_detect_seg009,22.0,13,27,0.4444
head_detect_seg009,23.0,12,27,0.3704
head_detect_seg009,24.0,11,26,0.3462
head_detect_seg009,25.0,16,28,0.5357
head_detect_seg009,26.0,15,27,0.4815
head_detect_seg009,27.0,17,27,0.5926
head_detect_seg009,28.0,16,25,0.5200
head_detect_seg009,29.0,16,25,0.4800
head_detect_seg009,30.0,16,26,0.5000
head_detect_seg009,31.0,16,25,0.5600
head_detect_seg009,32.0,17,26,0.6154
head_detect_seg009,33.0,15,25,0.5200
head_detect_seg009,34.0,13,25,0.4400
head_detect_seg009,35.0,11,27,0.3704
head_detect_seg009,36.0,13,26,0.4615
head_detect_seg009,37.0,13,26,0.4615
head_detect_seg009,38.0,13,28,0.3929
head_detect_seg009,39.0,12,28,0.3929
head_detect_seg009,40.0,12,28,0.3929
head_detect_seg009,41.0,11,28,0.3571
head_detect_seg009,42.0,11,29,0.3793
head_detect_seg009,43.0,13,28,0.4643
head_detect_seg009,44.0,14,27,0.4444
head_detect_seg009,45.0,14,27,0.4444
head_detect_seg009,46.0,12,28,0.3929
head_detect_seg009,47.0,11,29,0.3793
head_detect_seg009,48.0,14,27,0.4815
head_detect_seg009,49.0,14,27,0.4444
head_detect_seg009,50.1,12,28,0.4286
head_detect_seg009,51.1,14,29,0.4138
head_detect_seg009,52.1,13,28,0.4286
head_detect_seg009,53.1,18,30,0.6000
head_detect_seg009,54.1,16,31,0.5161
head_detect_seg009,55.1,13,28,0.4643
head_detect_seg009,56.1,15,27,0.5556
head_detect_seg009,57.1,11,27,0.4074
head_detect_seg009,58.1,13,27,0.4815
head_detect_seg009,59.1,14,27,0.5185
head_detect_seg009,60.1,15,28,0.5357
head_detect_seg009,61.1,11,27,0.4074
head_detect_seg009,62.1,11,28,0.3929
head_detect_seg009,63.1,12,27,0.4444
head_detect_seg009,64.1,13,25,0.4800
head_detect_seg009,65.1,13,27,0.4815
head_detect_seg009,66.1,16,27,0.5926
head_detect_seg009,67.1,10,28,0.3571
head_detect_seg009,68.1,17,26,0.5769
head_detect_seg009,69.1,11,27,0.4074
head_detect_seg009,70.1,9,27,0.3333
head_detect_seg009,71.1,14,28,0.4643
head_detect_seg009,72.1,15,27,0.5556
head_detect_seg009,73.1,14,26,0.5385
head_detect_seg009,74.1,14,29,0.4483
head_detect_seg009,75.1,13,27,0.4444
head_detect_seg009,76.1,12,28,0.4286
head_detect_seg009,77.1,10,25,0.4000
head_detect_seg009,78.1,9,26,0.3462
head_detect_seg009,79.1,11,25,0.4400
head_detect_seg009,80.1,12,29,0.3793
head_detect_seg009,81.1,12,28,0.4286
head_detect_seg009,82.1,13,27,0.4815
head_detect_seg009,83.1,13,26,0.5000
head_detect_seg009,84.1,12,25,0.4800
head_detect_seg009,85.1,12,26,0.4231
head_detect_seg009,86.1,9,25,0.3600
head_detect_seg009,87.1,11,29,0.3793
head_detect_seg009,88.1,14,31,0.4194
head_detect_seg009,89.1,18,27,0.6296
head_detect_seg009,90.1,13,27,0.4444
head_detect_seg009,91.1,14,26,0.5385
head_detect_seg009,92.1,14,25,0.5600
head_detect_seg009,93.1,14,26,0.5385
head_detect_seg009,94.1,12,24,0.5000
head_detect_seg009,95.1,16,25,0.6000
head_detect_seg009,96.1,15,25,0.6000
head_detect_seg009,97.1,15,26,0.5385
head_detect_seg009,98.1,11,27,0.4074
head_detect_seg009,99.1,16,25,0.5600
head_detect_seg009,100.1,13,27,0.4815
head_detect_seg009,101.1,12,26,0.4615
head_detect_seg009,102.1,14,28,0.5000
head_detect_seg009,103.1,15,27,0.5185
head_detect_seg009,104.1,16,26,0.6154
head_detect_seg009,105.1,14,26,0.5385
head_detect_seg009,106.1,12,26,0.4615
head_detect_seg009,107.1,12,28,0.4286
head_detect_seg009,108.1,8,29,0.2759
head_detect_seg009,109.1,10,27,0.3333
head_detect_seg009,110.1,13,26,0.5000
head_detect_seg009,111.1,13,26,0.5000
head_detect_seg009,112.1,11,26,0.4231
head_detect_seg009,113.1,13,27,0.4815
head_detect_seg009,114.1,15,27,0.5185
head_detect_seg009,115.1,14,27,0.4815
head_detect_seg009,116.1,10,27,0.3333
head_detect_seg010,0.0,10,25,0.4000
head_detect_seg010,1.0,12,26,0.4231
head_detect_seg010,2.0,6,27,0.2222
head_detect_seg010,3.0,11,27,0.4074
head_detect_seg010,4.0,10,27,0.3704
head_detect_seg010,5.0,10,27,0.3704
head_detect_seg010,6.0,11,29,0.3793
head_detect_seg010,7.0,9,26,0.3077
head_detect_seg010,8.0,12,25,0.4000
head_detect_seg010,9.0,9,25,0.3600
head_detect_seg010,10.0,11,26,0.4231
head_detect_seg010,11.0,11,24,0.4167
head_detect_seg010,12.0,11,24,0.3750
head_detect_seg010,13.0,10,24,0.3333
head_detect_seg010,14.0,12,25,0.4400
head_detect_seg010,15.0,12,25,0.4400
head_detect_seg010,16.0,10,23,0.3913
head_detect_seg010,17.0,11,24,0.4167
head_detect_seg010,18.0,9,25,0.3600
head_detect_seg010,19.0,8,25,0.3200
head_detect_seg010,20.0,8,25,0.3200
head_detect_seg010,21.0,9,28,0.3214
head_detect_seg010,22.0,8,26,0.3077
head_detect_seg010,23.0,10,28,0.3571
head_detect_seg010,24.0,11,25,0.4400
head_detect_seg010,25.0,10,27,0.3333
head_detect_seg010,26.0,10,28,0.3571
head_detect_seg010,27.0,8,27,0.2963
head_detect_seg010,28.0,10,27,0.3704
head_detect_seg010,29.0,10,27,0.3704
head_detect_seg010,30.0,11,24,0.4583
head_detect_seg010,31.0,10,26,0.3462
head_detect_seg010,32.0,11,23,0.4348
head_detect_seg010,33.0,9,28,0.3214
head_detect_seg010,34.0,10,30,0.3333
head_detect_seg010,35.0,11,30,0.3333
head_detect_seg010,36.0,13,28,0.4643
head_detect_seg010,37.0,9,28,0.3214
head_detect_seg010,38.0,12,30,0.4000
head_detect_seg010,39.0,13,30,0.4000
head_detect_seg010,40.0,9,30,0.3000
head_detect_seg010,41.0,11,30,0.3333
head_detect_seg010,42.0,11,25,0.4000
head_detect_seg010,43.0,9,24,0.3750
head_detect_seg010,44.0,10,27,0.3333
head_detect_seg010,45.0,14,25,0.5600
head_detect_seg010,46.0,13,24,0.5000
head_detect_seg010,47.0,11,28,0.3571
head_detect_seg010,48.0,9,27,0.3333
head_detect_seg010,49.0,10,26,0.3462
head_detect_seg010,50.1,9,25,0.2800
head_detect_seg010,51.1,12,26,0.4231
head_detect_seg010,52.1,9,27,0.3333
head_detect_seg010,53.1,12,24,0.4167
head_detect_seg010,54.1,10,25,0.4000
head_detect_seg010,55.1,13,25,0.5200
head_detect_seg010,56.1,12,29,0.4138
head_detect_seg010,57.1,13,26,0.5000
head_detect_seg010,58.1,9,28,0.3214
head_detect_seg010,59.1,12,27,0.4444
head_detect_seg010,60.1,10,30,0.3333
head_detect_seg010,61.1,12,27,0.3704
head_detect_seg010,62.1,14,30,0.4667
